date,open,high,low,close,volume,amount
2023-07-14,29.82858498,30.42695178,29.82858498,30.0679317,1665400,50452327.0
2023-07-17,29.64907494,30.20755062,29.47953768,30.0679317,1859799,55800526.0
2023-07-18,29.8684761,30.60646182,29.8684761,29.93828556,2109219,63959169.23
2023-07-19,30.1177956,30.39703344,29.65904772,29.72885718,1615000,48466219.0
2023-07-20,29.72885718,30.1177956,28.79141586,28.80138864,2059285,60398426.55
2023-07-21,28.8213342,29.20029984,28.6218786,28.66176972,1413905,40965405.0
2023-07-24,28.6717425,29.2202454,27.923784,28.74155196,1322900,38293758.0
2023-07-25,29.05070814,29.32994598,28.80138864,29.2202454,1293100,37748579.0
2023-07-26,29.10057204,29.21027262,28.68171528,28.75152474,1187300,34371700.0
2023-07-27,29.00084424,29.15043594,28.21299462,28.28280408,1558079,44684761.81
2023-07-28,28.21299462,28.44236856,27.80411064,28.39250466,1605776,45350234.76
2023-07-31,28.36258632,28.85125254,28.3226952,28.54209636,1372679,39406350.76
2023-08-01,28.5720147,28.66176972,28.30274964,28.51217802,1454979,41488254.86
2023-08-02,28.50220524,28.6717425,28.38253188,28.65179694,989300,28341319.05
2023-08-03,28.65179694,28.71163362,28.422423,28.53212358,1163259,33287230.86
2023-08-04,28.58198748,28.89114366,28.54209636,28.64182416,1316409,37869089.75
2023-08-07,28.6218786,28.81136142,28.13321238,28.21299462,1257095,35731859.56
2023-08-08,28.3226952,28.39250466,27.94372956,27.95370234,1312593,37027245.3
2023-08-09,27.95370234,28.09332126,27.6744645,27.83402898,934400,26112596.0
2023-08-10,27.83402898,28.06340292,27.7243284,27.94372956,854046,23884519.89
2023-08-11,28.03348458,28.03348458,27.2755533,27.36530832,1391700,38467158.0
2023-08-14,27.3254172,27.3254172,26.83675098,27.18579828,1475679,39958348.43
2023-08-15,27.16585272,27.19577106,26.0788197,26.427867,2682256,71262571.05
2023-08-16,26.23838418,26.38797588,25.73974518,25.74971796,2000863,52210313.28
2023-08-17,25.74971796,26.08879248,25.41064344,25.929228,1259990,32647447.54
2023-08-18,26.00901024,26.21843862,25.4804529,25.52034402,1311000,33968646.0
2023-08-21,25.49042568,25.80955464,25.29097008,25.29097008,985800,25248323.0
2023-08-22,25.35080676,25.66993572,24.87211332,25.66993572,1760124,44638559.92
2023-08-23,25.3308612,25.62007182,25.01173224,25.04165058,1185073,30074783.21
2023-08-24,24.9818139,25.65996294,24.84219498,25.32088842,1392035,35325375.9
2023-08-25,25.1314056,25.1812695,24.14410038,24.25380096,2008099,49455414.33
2023-08-28,25.47048012,25.90928244,24.44328378,24.62279382,2122300,53410847.0
2023-08-29,24.4831749,25.62007182,24.3335832,25.5303168,2081400,52693686.0
2023-08-30,25.54028958,26.39794866,25.54028958,26.20846584,2541500,66590382.55
2023-08-31,26.0788197,26.76694152,25.99903746,26.6273226,3317700,88288739.0
2023-09-01,26.65724094,27.0262338,26.5275948,26.78688708,1893931,50940480.36
2023-09-04,26.88661488,27.28552608,26.78688708,27.25560774,1657200,44896363.0
2023-09-05,27.2256894,27.923784,27.08607048,27.63457338,2854400,79175068.0
2023-09-06,27.58470948,28.56204192,27.3752811,28.5221508,3297920,93034458.4
2023-09-07,28.50220524,28.50220524,27.70438284,27.7243284,2978100,83457812.0
2023-09-08,27.5248728,28.6717425,27.5248728,28.50220524,2671517,75767053.23
2023-09-11,28.50220524,28.90111644,28.25288574,28.29277686,2508900,71636527.0
2023-09-12,28.3226952,28.55206914,27.9736479,28.3725591,2821316,80076752.84
2023-09-13,28.29277686,28.36258632,27.58470948,27.86394732,2149317,60065634.0
2023-09-14,27.89386566,28.03348458,27.35533554,27.5747367,1383800,38307118.0
2023-09-15,27.60465504,28.5221508,27.33538998,27.94372956,1904700,53335446.0
2023-09-18,28.14318516,28.14318516,27.41517222,27.54481836,1736502,48108620.46
2023-09-19,27.55479114,27.63457338,26.98634268,27.31544442,1606560,43936663.1
