date,open,high,low,close,volume,turnover
2024-01-02,7.26,7.26,7.13,7.15,8086886.0,57995146.43
2024-01-03,7.15,7.17,6.93,6.95,11701035.0,82051193.69
2024-01-04,6.99,7.0,6.85,6.91,6597378.0,45520904.34
2024-01-05,6.91,6.95,6.77,6.8,6498199.0,44508150.21
2024-01-08,6.84,6.84,6.71,6.72,4656988.0,31469109.6
2024-01-09,6.72,6.82,6.65,6.69,9657555.0,64659782.96
2024-01-10,6.66,6.72,6.53,6.6,5737899.0,37934075.14
2024-01-11,6.56,6.68,6.54,6.57,9277728.0,61164158.32
2024-01-12,6.57,6.6,6.5,6.58,7291135.0,47764001.67
2024-01-15,6.54,6.58,6.46,6.53,4905903.0,31962905.11
2024-01-16,6.53,6.55,6.38,6.51,7458823.0,48160195.28
2024-01-17,6.49,6.5,6.3,6.3,6083779.0,38935573.74
2024-01-18,6.22,6.31,6.09,6.28,8984672.0,55659056.37
2024-01-19,6.31,6.35,6.19,6.2,4871292.0,30401414.7
2024-01-22,6.2,6.25,5.87,5.9,8393526.0,50688944.05
2024-01-23,5.89,6.1,5.8,5.99,13058243.0,78225799.6
2024-01-24,6.0,6.1,5.83,6.08,9781371.0,58328676.27
2024-01-25,6.08,6.42,6.02,6.42,12865353.0,80654467.4
2024-01-26,6.5,6.5,6.29,6.31,9671634.0,61591109.74
2024-01-29,6.33,6.41,6.11,6.18,11257447.0,70393183.49
2024-01-30,6.14,6.25,5.92,5.94,8131181.0,49471004.67
2024-01-31,5.94,5.98,5.77,5.78,9111652.0,53281804.03
2024-02-01,5.73,5.9,5.61,5.69,10714592.0,61421621.59
2024-02-02,5.73,5.82,5.25,5.48,12056447.0,66476715.97
2024-02-05,5.49,5.56,5.05,5.33,17162879.0,91025627.49
2024-02-06,5.17,5.78,5.14,5.77,13749402.0,75540718.41
2024-02-07,5.8,6.18,5.69,6.12,20869251.0,126458797.46
2024-02-08,6.17,6.67,6.16,6.41,24079232.0,156459976.96
2024-02-19,6.6,6.6,6.34,6.43,16740112.0,107477333.65
2024-02-20,6.42,6.42,6.28,6.35,11196132.0,70880068.35
2024-02-21,6.34,6.63,6.25,6.43,17628890.0,113969150.6
2024-02-22,6.49,6.59,6.42,6.47,13691882.0,88741871.36
2024-02-23,6.47,6.51,6.4,6.49,14301318.0,92228286.75
2024-02-26,6.5,6.63,6.43,6.55,16187772.0,105956854.11
2024-02-27,6.58,6.95,6.52,6.94,24840305.0,168119276.47
2024-02-28,6.99,7.33,6.7,6.71,38815062.0,274023472.02
