date,open,high,low,close,volume,amount
2023-07-17,14.7376,14.843904,14.573312,14.698944,9513348,144333334.88
2023-07-18,14.68928,14.814912,14.573312,14.776256,8889890,135425916.5
2023-07-19,14.78592,15.2208,14.766592,15.153152,18724280,291156574.36
2023-07-20,15.12416,15.17248,14.88256,15.046848,11307414,175625258.08
2023-07-21,15.02752,15.2208,14.863232,15.153152,10230517,159934311.27
2023-07-24,15.2208,15.423744,15.046848,15.07584,10903096,171697227.92
2023-07-25,15.26912,15.356096,15.085504,15.278784,12903449,203287111.03
2023-07-26,15.240128,15.240128,14.853568,14.959872,10167053,157963999.94
2023-07-27,14.88256,15.046848,14.660288,15.008192,13420437,206225069.01
2023-07-28,14.872896,15.008192,14.7376,14.901888,10271542,158527193.99
2023-07-31,14.921216,15.017856,14.814912,14.950208,11177952,172806651.1
2023-08-01,14.9792,14.9792,14.602304,14.698944,12108950,184512865.22
2023-08-02,14.631296,14.756928,14.611968,14.698944,5494434,83554165.68
2023-08-03,14.611968,14.708608,14.30272,14.35104,15772147,235770059.05
2023-08-04,14.457344,14.969536,14.389696,14.88256,20065727,306705384.58
2023-08-07,14.824576,14.911552,14.7376,14.83424,7700117,118059355.28
2023-08-08,14.814912,14.83424,14.68928,14.756928,5979705,91215172.59
2023-08-09,14.68928,14.7376,14.331712,14.428352,10751454,161132793.6
2023-08-10,14.360704,14.486336,14.312384,14.39936,5534721,82382703.39
2023-08-11,14.39936,14.39936,13.877504,13.925824,10555891,153813581.54
2023-08-14,13.761536,14.186752,13.568256,14.15776,9370919,134388752.18
2023-08-15,14.080448,14.090112,13.62624,13.67456,8762088,125036954.93
2023-08-16,13.655232,13.72288,13.403968,13.413632,7881906,110211882.64
2023-08-17,13.33632,13.645568,13.14304,13.558592,7678205,106928788.4
2023-08-18,13.5296,13.568256,12.94976,12.959424,13187737,179893958.2
2023-08-21,12.99808,13.268672,12.940096,12.94976,7373462,99857783.54
2023-08-22,13.056064,13.38464,12.814464,13.355648,14310690,194427506.8
2023-08-23,13.33632,13.33632,13.007744,13.114048,6989374,95060700.28
2023-08-24,13.201024,13.259008,12.988416,13.036736,8719300,118302732.0
2023-08-25,12.988416,12.988416,12.360256,12.408576,15681794,203917430.24
2023-08-28,13.036736,13.152704,12.592192,12.630848,15015707,200042454.11
2023-08-29,12.61152,13.249344,12.51488,13.220352,14180269,190638434.03
